SEC Region,Organization CRD#,SEC#,Firm Type,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,Website Address,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),7B,10A,11,11A(1),11A(2),11B(1),11B(2),11C(1),11C(2),11C(3),11C(4),11C(5),11D(1),11D(2),11D(3),11D(4),11D(5),11E(1),11E(2),11E(3),11E(4),11F,11G,11H(1)(a),11H(1)(b),11H(1)(c),11H(2)
SFRO,316164,802-122315,ERA,THE HIVE,"HIVE GROUP MANAGEMENT, LLC",720 UNIVERSITY AVE,SUITE 200,PALO ALTO,CA,United States,94301,650-234-0400,,0,,,,,,,ERA - Active,8/13/2021,,3/25/2022,Oct-21,https://www.hivedata.com,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,300404,802-114802,ERA,PROEM ADVISORS LLC,PROEM ADVISORS LLC,8117 PRESTON ROAD,SUITE 300,DALLAS,TX,United States,75225,214-706-9344,,0,,,,,,,ERA - Active,2/6/2019,,3/15/2022,Oct-21,https://www.proemasset.com,N,N,N,,549300J414CMZIO6U069,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,298710,802-114929,ERA,INDIGO CAPITAL LLC,INDIGO CAPITAL LLC,950 THIRD AVENUE,SUITE 2805,NEW YORK CITY,NY,United States,10022,212-317-1144,,0,,,,,,,ERA - Active,3/4/2019,,3/28/2022,Oct-21,HTTPS://INDIGOCAP.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,NY,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,312527,802-120333,ERA,ENSCONCE CAPITAL ADVISORS INC.,ENSCONCE CAPITAL ADVISORS INC.,626 CLOSTER DOCK ROAD,,CLOSTER,NJ,United States,07624-3223,201-320-1954,,0,,,,,,,ERA - Active,1/15/2021,,1/15/2021,Mar-20,,N,N,N,,,N,Y,N,Corporation,,DECEMBER,NJ,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,319569,802-124870,ERA,TEPHRA DIGITAL LLC,TEPHRA DIGITAL LLC,33 IRVING PLACE,7TH FLOOR,NEW YORK,NY,United States,10003,917-565-9636,,0,,,,,,,ERA - Active,3/31/2022,,3/31/2022,Oct-21,https://www.tephradigital.io/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,159838,802-76181,ERA,"FOUNDATION CAPITAL, LLC","FOUNDATION CAPITAL, LLC",550 HIGH STREET,3RD FLOOR,PALO ALTO,CA,United States,94301,650-614-0500,650-833-6500,1,,,,,,,ERA - Active,3/30/2012,,3/31/2022,Oct-21,HTTP://WWW.FOUNDATIONCAPITAL.COM/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,289379,802-111776,ERA,SCHOTTENFELD GROUP GP LLC,SCHOTTENFELD GROUP GP LLC,800 THIRD AVENUE,10TH FLOOR,NEW YORK,NY,United States,10022,212.300.2200,212.838.5820,1,,,,,,,ERA - Active,8/30/2017,,3/25/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,174132,802-80787,ERA,"AIRDRIE PARTNERS, LLC","AIRDRIE PARTNERS, LLC",1460 BROADWAY,,NEW YORK,NY,United States,10036,212-849-8245,,0,,,,,,,ERA - Active,12/18/2014,,3/24/2022,Oct-21,HTTP://WWW.AIRDRIEPARTNERS.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,319682,802-125873,ERA,IKIGAI TRUST REVOLUTION OPPORTUNITIES FUND I GP LLC,IKIGAI TRUST REVOLUTION OPPORTUNITIES FUND I GP LLC,,,,,,,509-230-2563,,0,,,,,,,ERA - Active,5/13/2022,,5/13/2022,Oct-21,https://twitter.com/ikigai_fund,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,138648,802-76794,ERA,TANTALLON CAPITAL ADVISORS PTE LTD,TANTALLON CAPITAL ADVISORS PTE LTD,137 TELOK AYER STREET,#03-05,SINGAPORE,,Singapore,68602,+65 6327 3920,+65 6327 3924,0,,,,,,,ERA - Active,6/7/2012,,3/3/2022,Oct-21,HTTP://WWW.TANTALLONCAPITAL.COM,Y,N,N,,254900OCLFHQOEHYIF58,N,Y,N,Corporation,,DECEMBER,,Singapore,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,319005,802-125986,ERA,"LONGHORN FREEDOM FUND MGR, LLC","LONGHORN FREEDOM FUND MGR, LLC",10205 BIRDLIP CIRCLE,,AUSTIN,TX,United States,78733,512-433-6325,,0,,,,,,,ERA - Active,5/27/2022,,5/27/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,WY,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,310718,802-119699,ERA,"COMPOSITE VENTURES GROUP, LLC","COMPOSITE VENTURES GROUP, LLC",125 N CACHE ST,2ND FLOOR,JACKSON,WY,United States,83001,203-789-2319,,0,C/O MERRILL LYNCH,"157 CHURCH ST., FL 21",NEW HAVEN,CT,United States,6510,ERA - Active,9/28/2020,,3/31/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,305456,802-117504,ERA,ALKEMI GROWTH CAPITAL LLP,ALKEMI GROWTH CAPITAL LLP,"90/12 AB, MALVIYA NAGAR",,"NEW DELHI, DELHI",,India,110017,91 98110 38670,,0,,,,,,,ERA - Active,9/18/2019,,6/23/2021,Mar-20,http://www.alkemivp.com/,N,N,N,,,N,Y,N,Limited Liability Partnership,,MARCH,,India,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,321150,802-125818,ERA,YUANBIO VENTURE CAPITAL II GP LTD.,YUANBIO VENTURE CAPITAL II GP LTD.,"ICS CORP. SVCS (CAYMAN) LTD, 3-212 GOVERNORS SQ","23 LIME TREE BAY AVE, BOX 30746, 7 MILE BEACH",GRAND CAYMAN,,Cayman Islands,KY1-1203,(345) 743-3300,(345) 743-3300,0,"ROOM B06, 4F, BUILDING A3","NO. 218, XINGHU STREET",SUZHOU,,China,215127,ERA - Active,5/6/2022,,5/6/2022,Oct-21,,N,N,N,,,N,Y,N,Other (specify),EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,295431,802-114826,ERA,DOCKYARD CAPITAL MANAGEMENT LP,DOCKYARD CAPITAL MANAGEMENT LP,888 BOYLSTON STREET,SUITE 1420,BOSTON,MA,United States,2199,617-753-6480,617-753-6485,1,,,,,,,ERA - Active,2/11/2019,,3/24/2022,Oct-21,HTTPS://WWW.DOCKYARDCAPITAL.COM/,N,N,N,,549300XW2SJ1EQEQ3W91,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,289341,802-111724,ERA,"BEARTOWN CAPITAL MANAGEMENT, LLC","BEARTOWN CAPITAL MANAGEMENT, LLC",,,,,,,734-536-4850,,0,,,,,,,ERA - Active,8/22/2017,,3/22/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,MI,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,306928,802-117976,ERA,"SV18 MGMT, LLC","SV18 MGMT, LLC",8895 TOWNE CENTRE DRIVE,SUITE 105-155,SAN DIEGO,CA,United States,92122,858-258-9715,,0,,,,,,,ERA - Active,12/19/2019,,1/7/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,163515,802-75725,ERA,WENTURES LLC,WENTURES LLC,,,,,,,4084066995,,0,,,,,,,ERA - Active,3/30/2012,,7/16/2021,Mar-20,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,TX,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
LARO,111585,802-115213,ERA,G3W VENTURES LLC,G3W VENTURES LLC,11611 SAN VICENTE BLVD,SUITE 700,LOS ANGELES,CA,United States,90049-6507,310-442-0542,310-442-0540,1,,,,,,,ERA - Active,4/2/2019,,3/25/2021,Mar-20,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,312847,802-120605,ERA,SWIFT VENTURES,"SWIFT VENTURES MANAGEMENT, LLC",3620 HAPPY VALLEY RD,SUITE 101,LAFAYETTE,CA,United States,94549,925-236-0644,,0,,,,,,,ERA - Active,2/23/2021,,3/28/2022,Oct-21,http://swift.vc,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,313229,802-120612,ERA,"ARCH CAPITAL, LLC","ARCH CAPITAL, LLC",8201 164TH AVE NE,SUITE 230,REDMOND,WA,United States,98052,360-348-8404,,0,,,,,,,ERA - Active,2/23/2021,,2/2/2022,Oct-21,https://www.archcapitalfund.com/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,WA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,299690,802-117204,ERA,VERTICA CAPITAL MANAGEMENT LLC,VERTICA CAPITAL MANAGEMENT LLC,30 EAST 23RD STREET,6TH FLOOR,NEW YORK,NY,United States,10010,212-606-2028,,0,,,,,,,ERA - Active,7/19/2019,,3/30/2022,Oct-21,https://www.linkedin.com/company/vertica-cp,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
PLRO,160994,802-75265,ERA,UPDATA PARTNERS,"UPDATA MANAGEMENT, LLC",2100 L STREET NW,5TH FLOOR,"WASHINGTON, D.C.",DC,United States,20037,202-618-8750,202-315-2668,1,2100 L STREET NW,5TH FLOOR,WASHINGTON,DC,United States,20037,ERA - Active,3/29/2012,,3/28/2022,Oct-21,HTTP://UPDATA.COM/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,167850,802-78139,ERA,ICON INFRASTRUCTURE LLP,ICON INFRASTRUCTURE LLP,5TH FLOOR,15 GOLDEN SQUARE,LONDON,,United Kingdom,W1F 9JG,+44 207 292 9670,,0,,,,,,,ERA - Active,5/24/2013,,12/20/2021,Oct-21,HTTP://WWW.ICONINFRASTRUCTURE.COM,Y,N,N,,213800HXG1JC5CCYBE19,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,154538,802-116759,ERA,"SALT MARSH INVESTMENTS, LLC","SALT MARSH INVESTMENTS, LLC",,,,,,,203-561-9480,,0,,,,,,,ERA - Active,5/8/2019,,3/28/2022,Oct-21,,Y,N,N,,25490009Q4IGAWFJR936,N,Y,N,Limited Liability Company,,DECEMBER,CT,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,173794,802-107463,ERA,CARNE GLOBAL FUND MANAGERS (IRELAND) LIMITED,CARNE GLOBAL FUND MANAGERS (IRELAND) LIMITED,"2ND FLOOR, BLOCK E, IVEAGH COURT",HARCOURT ROAD,DUBLIN,,Ireland,D02 YT22,+353 1 489 6800,+353 1 489 6899,0,,,,,,,ERA - Active,3/15/2016,,6/25/2021,Mar-20,HTTP://WWW.CARNEGROUP.COM,Y,N,N,,635400CFK4T1LTOQKB10,N,Y,N,Corporation,,MARCH,,Ireland,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,295647,802-114259,ERA,BLACKMOOR INVESTMENT PARTNERS LIMITED,BLACKMOOR INVESTMENT PARTNERS LIMITED,35 DOVER STREET,,"LONDON, LONDON",,United Kingdom,W1S 4NQ,44-203-146-2060,,0,,,,,,,ERA - Active,10/8/2018,,11/2/2021,Oct-21,https://www.blackmoorip.com/,Y,N,N,,8945009HT45LEAJ2IA90,N,Y,N,Corporation,,SEPTEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,296502,802-113203,ERA,V.P. 3 COMPANY (MANAGEMENT) LTD.,V.P. 3 COMPANY (MANAGEMENT) LTD.,"ACKERSTEIN TOWERS, BLDG D,",12 ABBA EBAN AVENUE,HERZELIYA,,Israel,4672530,972-9-9720-400,972-9-9578-770,0,,,,,,,ERA - Active,4/11/2018,,3/24/2022,Oct-21,HTTP://WWW.VIOLA-GROUP.COM/VIOLAPARTNERS.HTML,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,314073,802-121099,ERA,RTP GLOBAL MANAGEMENT LLC,RTP GLOBAL MANAGEMENT LLC,104 FIFTH AVE,17TH FLOOR,NEW YORK,NY,United States,10011,917-722-8251,,0,,,,,,,ERA - Active,3/31/2021,,3/30/2022,Oct-21,https://rtp-global.com/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,170971,802-79517,ERA,"HIGHCAPE PARTNERS MANAGEMENT, L.P.","HIGHCAPE CAPITAL, L.P.",452 FIFTH AVENUE,21ST FLOOR,NEW YORK,NY,United States,10018,646-793-3510,,1,,,,,,,ERA - Active,3/28/2014,,3/30/2022,Oct-21,HTTP://WWW.HIGHCAPE.COM,N,N,N,,,Y,N,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,319057,802-125784,ERA,WHITEOAK,WHITEOAK ASSET MANAGEMENT PTY LTD,"L8, 99 ELIZABETH STREET",,SYDNEY,,Australia,2000,+61 2 9194 6000,,1,,,,,,,ERA - Active,5/2/2022,,5/2/2022,Oct-21,https://www.whiteoak.com,Y,N,N,,,N,Y,N,Other (specify),LIMITED CORPORATION,JUNE,,Australia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,317436,802-123742,ERA,MIROVA,MIROVA S.A.,59 AVENUE PIERRE MENDES-FRANCE,,"PARIS, ILE DE FRANCE",,France,75013,33 178 40 33 79,,0,,,,,,,ERA - Active,3/18/2022,,3/18/2022,Oct-21,https://twitter.com/mirova_ri,Y,N,N,,,N,Y,N,Other (specify),SOCIÉTÉ ANONYME,DECEMBER,,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,163866,802-76499,ERA,"MATTERHORN MANAGEMENT, L.L.C.","MATTERHORN MANAGEMENT, L.L.C.",,,,,,,9179687821,,0,,,,,,,ERA - Active,4/5/2012,,4/1/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,319138,802-123763,ERA,LYFE CAPITAL GLOBAL PARTNER LIMITED,LYFE CAPITAL GLOBAL PARTNER LIMITED,"OSIRIS INTERNATIONAL CAYMAN LIMITED, SUITE #4-210","GOVERNORS SQUARE, 23 LIME TREE BAY AVENUE",GRAND CAYMAN,,Cayman Islands,KY1-1209,86 21 5220 0390,86 21 5220 0392,0,"SUITE 3204-3205, PARK PLACE",1601 NANJING ROAD WEST,SHANGHAI,,China,200040,ERA - Active,3/21/2022,,3/21/2022,Oct-21,http://www.lyfecapital.com/english,N,N,N,,,Y,N,N,Corporation,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,308981,802-118902,ERA,"ACCELMED PARTNERS II MANAGEMENT, LLC","ACCELMED PARTNERS II MANAGEMENT, LLC",848 BRICKELL AVE.,SUITE 901,MIAMI,FL,United States,33131,(305) 854-6815,,0,,,,,,,ERA - Active,5/12/2020,,3/17/2022,Oct-21,https://www.accelmed.com/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,312931,802-120610,ERA,"VICTORY SQUARE MANAGEMENT, LLC","VICTORY SQUARE MANAGEMENT, LLC","255 EXECUTIVE DRIVE,",SUITE 205,PLAINVIEW,NY,United States,11803,516-261-4101,,0,,,,,,,ERA - Active,2/23/2021,,3/30/2022,Oct-21,https://victorysquarefunding.com,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
DRO,175090,802-122236,ERA,DRAPER FRONTIER,"FRONTIER III MANAGEMENT COMPANY, LLC",2625 PINE ST.,,BOULDER,CO,United States,80302-3804,424-354-2244,323-661-7900,0,,,,,,,ERA - Active,8/3/2021,,3/22/2022,Oct-21,HTTPS://FRONTIERVC.COM/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,283875,802-123328,ERA,"ACT ONE VENTURES MANAGEMENT, L.L.C.","ACT ONE VENTURES MANAGEMENT, L.L.C.",,,,,,,424-272-1873,,0,,,,,,,ERA - Active,1/26/2022,,1/26/2022,Oct-21,HTTP://WWW.ACTONEVENTURES.COM/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,302027,802-117404,ERA,GREV TURE INVESTMENTS AB,GREV TURE INVESTMENTS AB,NYBROGATAN 17,,STOCKHOLM,,Sweden,114 39,0046-708-32-72-68,,0,,,,,,,ERA - Active,8/28/2019,,3/30/2022,Oct-21,https://www.linkedin.com/company/monterro-ab,N,N,N,,,N,Y,N,Other (specify),PRIVATE LIMITED COMPANY,DECEMBER,,Sweden,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,306736,802-117904,ERA,MODULAR ASSET MANAGEMENT (SINGAPORE) PTE LTD,MODULAR ASSET MANAGEMENT (SINGAPORE) PTE LTD,"80 RAFFLES PLACE,",UOB PLAZA 2 #10-21,SINGAPORE,,Singapore,48624,+65 6721 9205,,0,,,,,,,ERA - Active,12/6/2019,,3/15/2022,Oct-21,http://www.modularam.com,Y,N,N,,5493001YY1M69TIOZV24,N,Y,N,Other (specify),PRIVATE LIMITED COMPANY INCORPORATED IN SINGAPORE,DECEMBER,,Singapore,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,282494,802-107117,ERA,"THE HOUSE FUND, LLC","THE HOUSE FUND, LLC","1935 ADDISON STREET, SUITE A",,BERKELEY,CA,United States,94704,(818) 439-8646,,0,,,,,,,ERA - Active,12/24/2015,,3/31/2022,Oct-21,HTTP://WWW.THEHOUSE.FUND,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
